,dt,AverageTemperature,AverageTemperatureUncertainty,Country,year,month
111212,1909-03-01,-0.4859999999999998,0.878,China,1909,03
111213,1909-04-01,7.984,0.439,China,1909,04
111214,1909-05-01,13.126,0.585,China,1909,05
111215,1909-06-01,16.686,0.477,China,1909,06
111216,1909-07-01,19.727,0.484,China,1909,07
111217,1909-08-01,19.164,0.517,China,1909,08
111218,1909-09-01,14.385,0.49,China,1909,09
111219,1909-10-01,7.090999999999998,0.5579999999999999,China,1909,10
111220,1909-11-01,0.593,0.628,China,1909,11
111221,1909-12-01,-6.799,0.62,China,1909,12
111222,1910-01-01,-8.619,0.463,China,1910,01
111223,1910-02-01,-6.053999999999999,0.515,China,1910,02
111224,1910-03-01,-0.1509999999999998,0.462,China,1910,03
111225,1910-04-01,7.246,0.493,China,1910,04
111226,1910-05-01,13.442,0.7609999999999999,China,1910,05
111227,1910-06-01,17.143,0.422,China,1910,06
111228,1910-07-01,19.804,0.469,China,1910,07
111229,1910-08-01,18.681,0.4920000000000001,China,1910,08
111230,1910-09-01,13.525,0.47,China,1910,09
111231,1910-10-01,7.5939999999999985,0.41,China,1910,10
111232,1910-11-01,-1.281,0.405,China,1910,11
111233,1910-12-01,-8.472000000000001,0.984,China,1910,12
111234,1911-01-01,-8.333,0.8140000000000001,China,1911,01
111235,1911-02-01,-5.718999999999999,0.511,China,1911,02
111236,1911-03-01,0.286,0.519,China,1911,03
111237,1911-04-01,8.155000000000001,0.448,China,1911,04
111238,1911-05-01,12.999,0.48,China,1911,05
111239,1911-06-01,17.243,0.455,China,1911,06
111240,1911-07-01,19.029,0.634,China,1911,07
111241,1911-08-01,18.49,0.507,China,1911,08
111242,1911-09-01,14.483,0.506,China,1911,09
111243,1911-10-01,7.002000000000001,0.528,China,1911,10
111244,1911-11-01,-0.294,0.446,China,1911,11
111245,1911-12-01,-7.776999999999999,0.934,China,1911,12
111246,1912-01-01,-8.742999999999999,0.527,China,1912,01
111247,1912-02-01,-3.5490000000000004,0.665,China,1912,02
111248,1912-03-01,-0.0619999999999998,0.795,China,1912,03
111249,1912-04-01,7.895,0.483,China,1912,04
111250,1912-05-01,13.475,0.469,China,1912,05
111251,1912-06-01,17.902,0.445,China,1912,06
111252,1912-07-01,19.426,0.451,China,1912,07
111253,1912-08-01,18.226,0.508,China,1912,08
111254,1912-09-01,12.812,0.52,China,1912,09
111255,1912-10-01,6.127000000000001,0.525,China,1912,10
111256,1912-11-01,-2.217,0.615,China,1912,11
111257,1912-12-01,-8.379,0.861,China,1912,12
111258,1913-01-01,-8.652999999999999,0.644,China,1913,01
111259,1913-02-01,-5.215000000000002,0.603,China,1913,02
111260,1913-03-01,-0.3939999999999999,0.7609999999999999,China,1913,03
111261,1913-04-01,6.985,0.53,China,1913,04
111262,1913-05-01,12.867,0.532,China,1913,05
111263,1913-06-01,17.214000000000002,0.461,China,1913,06
111264,1913-07-01,19.351,0.457,China,1913,07
111265,1913-08-01,18.64,0.436,China,1913,08
111266,1913-09-01,13.853,0.461,China,1913,09
111267,1913-10-01,7.649,0.503,China,1913,10
111268,1913-11-01,-0.802,0.52,China,1913,11
111269,1913-12-01,-7.834,0.7829999999999999,China,1913,12
111270,1914-01-01,-6.148999999999999,0.721,China,1914,01
111271,1914-02-01,-4.1450000000000005,0.561,China,1914,02
111272,1914-03-01,1.183,0.491,China,1914,03
111273,1914-04-01,7.896000000000001,0.557,China,1914,04
111274,1914-05-01,13.288,0.575,China,1914,05
111275,1914-06-01,18.377,0.49,China,1914,06
111276,1914-07-01,20.093,0.621,China,1914,07
111277,1914-08-01,18.438,0.574,China,1914,08
111278,1914-09-01,14.017,0.578,China,1914,09
111279,1914-10-01,7.101999999999999,0.408,China,1914,10
111280,1914-11-01,-1.128,0.415,China,1914,11
111281,1914-12-01,-7.146999999999999,0.805,China,1914,12
111282,1915-01-01,-9.008,0.792,China,1915,01
111283,1915-02-01,-6.402,0.6729999999999999,China,1915,02
111284,1915-03-01,0.1220000000000001,0.593,China,1915,03
111285,1915-04-01,7.154,0.508,China,1915,04
111286,1915-05-01,13.398,0.523,China,1915,05
111287,1915-06-01,17.269000000000002,0.467,China,1915,06
111288,1915-07-01,19.59,0.483,China,1915,07
111289,1915-08-01,18.654,0.43,China,1915,08
111290,1915-09-01,13.782,0.473,China,1915,09
111291,1915-10-01,7.8279999999999985,0.534,China,1915,10
111292,1915-11-01,0.353,0.438,China,1915,11
111293,1915-12-01,-4.827,0.535,China,1915,12
111294,1916-01-01,-7.802999999999999,0.685,China,1916,01
111295,1916-02-01,-5.724,0.431,China,1916,02
111296,1916-03-01,0.1460000000000001,0.63,China,1916,03
111297,1916-04-01,7.558,0.47,China,1916,04
111298,1916-05-01,13.56,0.524,China,1916,05
111299,1916-06-01,17.573999999999998,0.498,China,1916,06
111300,1916-07-01,19.397,0.564,China,1916,07
111301,1916-08-01,19.106,0.505,China,1916,08
111302,1916-09-01,14.152,0.508,China,1916,09
111303,1916-10-01,7.212999999999999,0.443,China,1916,10
111304,1916-11-01,-0.797,0.7240000000000001,China,1916,11
111305,1916-12-01,-8.184,0.637,China,1916,12
111306,1917-01-01,-10.042,0.653,China,1917,01
111307,1917-02-01,-5.4140000000000015,0.735,China,1917,02
111308,1917-03-01,0.2270000000000001,0.534,China,1917,03
111309,1917-04-01,7.013,0.7709999999999999,China,1917,04
111310,1917-05-01,13.505999999999998,0.522,China,1917,05
111311,1917-06-01,17.967,0.48,China,1917,06
111312,1917-07-01,19.603,0.545,China,1917,07
111313,1917-08-01,19.185,0.409,China,1917,08
111314,1917-09-01,13.858,0.737,China,1917,09
111315,1917-10-01,7.223999999999998,0.546,China,1917,10
111316,1917-11-01,-0.6659999999999999,0.561,China,1917,11
111317,1917-12-01,-8.524,0.6559999999999999,China,1917,12
111318,1918-01-01,-9.134,0.486,China,1918,01
111319,1918-02-01,-5.197,0.529,China,1918,02
111320,1918-03-01,1.6190000000000002,0.618,China,1918,03
111321,1918-04-01,7.627000000000002,0.431,China,1918,04
111322,1918-05-01,13.504,0.502,China,1918,05
111323,1918-06-01,17.188,0.603,China,1918,06
111324,1918-07-01,19.322,0.423,China,1918,07
111325,1918-08-01,18.358,0.449,China,1918,08
111326,1918-09-01,14.129,0.422,China,1918,09
111327,1918-10-01,7.471,0.448,China,1918,10
111328,1918-11-01,-1.885,0.381,China,1918,11
111329,1918-12-01,-8.64,0.915,China,1918,12
111330,1919-01-01,-10.255999999999998,0.489,China,1919,01
111331,1919-02-01,-5.013999999999999,0.469,China,1919,02
111332,1919-03-01,1.531,0.62,China,1919,03
111333,1919-04-01,8.104000000000001,0.493,China,1919,04
111334,1919-05-01,14.091,0.514,China,1919,05
111335,1919-06-01,17.819000000000003,0.573,China,1919,06
111336,1919-07-01,20.099,0.447,China,1919,07
111337,1919-08-01,19.527,0.537,China,1919,08
111338,1919-09-01,13.638,0.594,China,1919,09
111339,1919-10-01,7.252000000000001,0.507,China,1919,10
111340,1919-11-01,-0.55,0.529,China,1919,11
111341,1919-12-01,-6.957000000000001,0.476,China,1919,12
111342,1920-01-01,-7.267999999999999,0.7240000000000001,China,1920,01
111343,1920-02-01,-7.7040000000000015,0.629,China,1920,02
111344,1920-03-01,0.6659999999999999,0.416,China,1920,03
111345,1920-04-01,8.146,0.449,China,1920,04
111346,1920-05-01,13.512,0.61,China,1920,05
111347,1920-06-01,17.444000000000003,0.623,China,1920,06
111348,1920-07-01,20.549,0.476,China,1920,07
111349,1920-08-01,18.641,0.433,China,1920,08
111350,1920-09-01,13.712,0.392,China,1920,09
111351,1920-10-01,8.341000000000001,0.52,China,1920,10
111352,1920-11-01,0.226,0.507,China,1920,11
111353,1920-12-01,-7.180999999999999,0.675,China,1920,12
111354,1921-01-01,-8.453999999999999,0.7829999999999999,China,1921,01
111355,1921-02-01,-4.618,0.501,China,1921,02
111356,1921-03-01,0.8960000000000001,0.605,China,1921,03
111357,1921-04-01,7.6400000000000015,0.59,China,1921,04
111358,1921-05-01,13.372,0.467,China,1921,05
111359,1921-06-01,16.63,0.518,China,1921,06
111360,1921-07-01,19.659,0.561,China,1921,07
111361,1921-08-01,18.829,0.544,China,1921,08
111362,1921-09-01,13.925,0.416,China,1921,09
111363,1921-10-01,7.045999999999999,0.591,China,1921,10
111364,1921-11-01,-0.679,0.463,China,1921,11
111365,1921-12-01,-6.236999999999999,0.557,China,1921,12
111366,1922-01-01,-9.853,0.488,China,1922,01
111367,1922-02-01,-3.897,0.69,China,1922,02
111368,1922-03-01,1.4240000000000002,0.607,China,1922,03
111369,1922-04-01,8.477,0.451,China,1922,04
111370,1922-05-01,13.309,0.424,China,1922,05
111371,1922-06-01,17.783,0.442,China,1922,06
111372,1922-07-01,20.102,0.464,China,1922,07
111373,1922-08-01,18.868,0.483,China,1922,08
111374,1922-09-01,14.1,0.424,China,1922,09
111375,1922-10-01,7.641999999999999,0.407,China,1922,10
111376,1922-11-01,-0.971,0.435,China,1922,11
111377,1922-12-01,-6.856,0.762,China,1922,12
111378,1923-01-01,-8.911,0.552,China,1923,01
111379,1923-02-01,-6.415000000000001,0.569,China,1923,02
111380,1923-03-01,2.184,0.462,China,1923,03
111381,1923-04-01,8.076,0.467,China,1923,04
111382,1923-05-01,13.677,0.479,China,1923,05
111383,1923-06-01,17.47,0.39,China,1923,06
111384,1923-07-01,19.281,0.377,China,1923,07
111385,1923-08-01,19.444000000000003,0.431,China,1923,08
111386,1923-09-01,13.681,0.362,China,1923,09
111387,1923-10-01,6.973,0.431,China,1923,10
111388,1923-11-01,-0.134,0.48,China,1923,11
111389,1923-12-01,-6.561999999999999,0.505,China,1923,12
111390,1924-01-01,-8.03,0.5,China,1924,01
111391,1924-02-01,-5.92,0.6679999999999999,China,1924,02
111392,1924-03-01,0.2910000000000001,0.706,China,1924,03
111393,1924-04-01,8.389000000000001,0.391,China,1924,04
111394,1924-05-01,13.269,0.448,China,1924,05
111395,1924-06-01,17.848,0.521,China,1924,06
111396,1924-07-01,20.093,0.364,China,1924,07
111397,1924-08-01,19.269,0.491,China,1924,08
111398,1924-09-01,14.234000000000002,0.417,China,1924,09
111399,1924-10-01,7.382999999999999,0.555,China,1924,10
111400,1924-11-01,-0.401,0.521,China,1924,11
111401,1924-12-01,-5.973999999999998,0.504,China,1924,12
111402,1925-01-01,-8.949,0.655,China,1925,01
111403,1925-02-01,-6.848000000000001,0.489,China,1925,02
111404,1925-03-01,0.799,0.638,China,1925,03
111405,1925-04-01,7.2570000000000014,0.342,China,1925,04
111406,1925-05-01,13.241,0.328,China,1925,05
111407,1925-06-01,17.974,0.47,China,1925,06
111408,1925-07-01,19.945,0.315,China,1925,07
111409,1925-08-01,18.55,0.429,China,1925,08
111410,1925-09-01,14.164,0.452,China,1925,09
111411,1925-10-01,8.030999999999999,0.405,China,1925,10
111412,1925-11-01,0.419,0.556,China,1925,11
111413,1925-12-01,-5.915,0.685,China,1925,12
111414,1926-01-01,-7.720999999999999,0.467,China,1926,01
111415,1926-02-01,-4.66,0.473,China,1926,02
111416,1926-03-01,1.6190000000000002,0.51,China,1926,03
111417,1926-04-01,7.7440000000000015,0.407,China,1926,04
111418,1926-05-01,13.878,0.484,China,1926,05
111419,1926-06-01,17.496,0.478,China,1926,06
111420,1926-07-01,19.828,0.378,China,1926,07
111421,1926-08-01,19.135,0.504,China,1926,08
111422,1926-09-01,14.855,0.351,China,1926,09
111423,1926-10-01,6.989,0.478,China,1926,10
111424,1926-11-01,-0.555,0.346,China,1926,11
111425,1926-12-01,-7.558999999999998,0.769,China,1926,12
111426,1927-01-01,-8.423,0.682,China,1927,01
111427,1927-02-01,-6.351000000000001,0.434,China,1927,02
111428,1927-03-01,-0.2630000000000001,0.393,China,1927,03
111429,1927-04-01,7.945,0.411,China,1927,04
111430,1927-05-01,13.077,0.384,China,1927,05
111431,1927-06-01,17.333,0.5329999999999999,China,1927,06
111432,1927-07-01,20.607,0.388,China,1927,07
111433,1927-08-01,19.041,0.412,China,1927,08
111434,1927-09-01,14.155,0.357,China,1927,09
111435,1927-10-01,7.8,0.5379999999999999,China,1927,10
111436,1927-11-01,0.942,0.586,China,1927,11
111437,1927-12-01,-5.85,0.447,China,1927,12
111438,1928-01-01,-7.903999999999999,0.441,China,1928,01
111439,1928-02-01,-5.118,0.583,China,1928,02
111440,1928-03-01,1.5530000000000002,0.561,China,1928,03
111441,1928-04-01,8.854000000000003,0.349,China,1928,04
111442,1928-05-01,14.373,0.408,China,1928,05
111443,1928-06-01,17.789,0.403,China,1928,06
111444,1928-07-01,20.194000000000003,0.409,China,1928,07
111445,1928-08-01,18.556,0.477,China,1928,08
111446,1928-09-01,14.083,0.374,China,1928,09
111447,1928-10-01,7.260999999999999,0.39,China,1928,10
111448,1928-11-01,-0.5710000000000001,0.61,China,1928,11
111449,1928-12-01,-7.774,0.682,China,1928,12
111450,1929-01-01,-9.204,0.452,China,1929,01
111451,1929-02-01,-5.9860000000000015,0.6579999999999999,China,1929,02
111452,1929-03-01,2.145,0.4920000000000001,China,1929,03
111453,1929-04-01,8.781,0.54,China,1929,04
111454,1929-05-01,13.819,0.405,China,1929,05
111455,1929-06-01,17.768,0.352,China,1929,06
111456,1929-07-01,19.765,0.387,China,1929,07
111457,1929-08-01,18.695,0.305,China,1929,08
111458,1929-09-01,13.986,0.402,China,1929,09
111459,1929-10-01,6.782,0.462,China,1929,10
111460,1929-11-01,-0.6729999999999999,0.498,China,1929,11
111461,1929-12-01,-8.789,0.625,China,1929,12
111462,1930-01-01,-11.212,0.6459999999999999,China,1930,01
111463,1930-02-01,-4.383,0.39,China,1930,02
111464,1930-03-01,1.3270000000000002,0.529,China,1930,03
111465,1930-04-01,7.947999999999999,0.486,China,1930,04
111466,1930-05-01,14.013,0.392,China,1930,05
111467,1930-06-01,17.159000000000002,0.429,China,1930,06
111468,1930-07-01,20.787,0.397,China,1930,07
111469,1930-08-01,18.856,0.363,China,1930,08
111470,1930-09-01,13.574000000000002,0.325,China,1930,09
111471,1930-10-01,7.153,0.381,China,1930,10
111472,1930-11-01,-0.79,0.512,China,1930,11
111473,1930-12-01,-6.808,0.413,China,1930,12
111474,1931-01-01,-8.916,0.593,China,1931,01
111475,1931-02-01,-7.904,0.574,China,1931,02
111476,1931-03-01,1.472,0.605,China,1931,03
111477,1931-04-01,7.713999999999999,0.394,China,1931,04
111478,1931-05-01,12.844,0.45,China,1931,05
111479,1931-06-01,17.686,0.361,China,1931,06
111480,1931-07-01,18.88,0.3670000000000001,China,1931,07
111481,1931-08-01,19.32,0.414,China,1931,08
111482,1931-09-01,14.162,0.397,China,1931,09
111483,1931-10-01,7.997999999999998,0.388,China,1931,10
111484,1931-11-01,-0.1639999999999999,0.364,China,1931,11
111485,1931-12-01,-6.561999999999999,0.503,China,1931,12
111486,1932-01-01,-6.706,0.609,China,1932,01
111487,1932-02-01,-6.6190000000000015,0.539,China,1932,02
111488,1932-03-01,1.396,0.561,China,1932,03
111489,1932-04-01,8.565,0.63,China,1932,04
111490,1932-05-01,13.534,0.632,China,1932,05
111491,1932-06-01,17.934,0.804,China,1932,06
111492,1932-07-01,20.464,0.501,China,1932,07
111493,1932-08-01,18.434,0.334,China,1932,08
111494,1932-09-01,14.26,0.424,China,1932,09
111495,1932-10-01,7.425999999999998,0.495,China,1932,10
111496,1932-11-01,0.768,0.37,China,1932,11
111497,1932-12-01,-6.589,0.532,China,1932,12
111498,1933-01-01,-10.678999999999998,0.698,China,1933,01
111499,1933-02-01,-5.352,0.498,China,1933,02
111500,1933-03-01,0.4640000000000002,0.487,China,1933,03
111501,1933-04-01,7.91,0.422,China,1933,04
111502,1933-05-01,13.794,0.336,China,1933,05
111503,1933-06-01,17.993,0.481,China,1933,06
111504,1933-07-01,20.081,0.406,China,1933,07
111505,1933-08-01,19.329,0.284,China,1933,08
111506,1933-09-01,14.603,0.288,China,1933,09
111507,1933-10-01,6.769,0.284,China,1933,10
111508,1933-11-01,-0.042,0.374,China,1933,11
111509,1933-12-01,-5.311,0.619,China,1933,12
111510,1934-01-01,-9.997,0.584,China,1934,01
111511,1934-02-01,-4.671,0.589,China,1934,02
111512,1934-03-01,0.266,0.398,China,1934,03
111513,1934-04-01,6.631,0.328,China,1934,04
111514,1934-05-01,14.137,0.296,China,1934,05
111515,1934-06-01,17.448999999999998,0.456,China,1934,06
111516,1934-07-01,19.895,0.3720000000000001,China,1934,07
111517,1934-08-01,18.514,0.299,China,1934,08
111518,1934-09-01,14.208,0.342,China,1934,09
111519,1934-10-01,6.385,0.443,China,1934,10
111520,1934-11-01,-1.262,0.34,China,1934,11
111521,1934-12-01,-5.2010000000000005,0.431,China,1934,12
111522,1935-01-01,-8.711,0.452,China,1935,01
111523,1935-02-01,-3.698,0.311,China,1935,02
111524,1935-03-01,2.685,0.346,China,1935,03
111525,1935-04-01,7.2040000000000015,0.38,China,1935,04
111526,1935-05-01,13.437,0.267,China,1935,05
111527,1935-06-01,17.756,0.348,China,1935,06
111528,1935-07-01,19.826,0.239,China,1935,07
111529,1935-08-01,19.105,0.381,China,1935,08
111530,1935-09-01,14.402,0.267,China,1935,09
111531,1935-10-01,8.812999999999997,0.258,China,1935,10
111532,1935-11-01,-1.258,0.261,China,1935,11
111533,1935-12-01,-9.927,0.481,China,1935,12
111534,1936-01-01,-10.599,0.399,China,1936,01
111535,1936-02-01,-6.6160000000000005,0.276,China,1936,02
111536,1936-03-01,-1.144,0.344,China,1936,03
111537,1936-04-01,7.226,0.266,China,1936,04
111538,1936-05-01,13.057,0.315,China,1936,05
111539,1936-06-01,17.624000000000002,0.248,China,1936,06
111540,1936-07-01,19.71,0.349,China,1936,07
111541,1936-08-01,18.393,0.374,China,1936,08
111542,1936-09-01,14.458,0.312,China,1936,09
111543,1936-10-01,8.256,0.319,China,1936,10
111544,1936-11-01,0.29,0.297,China,1936,11
111545,1936-12-01,-7.316,0.385,China,1936,12
111546,1937-01-01,-9.124,0.328,China,1937,01
111547,1937-02-01,-4.551,0.3229999999999999,China,1937,02
111548,1937-03-01,0.2440000000000002,0.27,China,1937,03
111549,1937-04-01,7.808000000000002,0.331,China,1937,04
111550,1937-05-01,13.759,0.298,China,1937,05
111551,1937-06-01,17.45,0.288,China,1937,06
111552,1937-07-01,19.828,0.358,China,1937,07
111553,1937-08-01,19.029,0.257,China,1937,08
111554,1937-09-01,14.387,0.216,China,1937,09
111555,1937-10-01,7.895,0.225,China,1937,10
111556,1937-11-01,-1.683,0.34,China,1937,11
111557,1937-12-01,-6.909,0.404,China,1937,12
111558,1938-01-01,-9.209,0.368,China,1938,01
111559,1938-02-01,-5.8340000000000005,0.448,China,1938,02
111560,1938-03-01,1.41,0.369,China,1938,03
111561,1938-04-01,9.415,0.293,China,1938,04
111562,1938-05-01,14.234000000000002,0.292,China,1938,05
111563,1938-06-01,17.262,0.266,China,1938,06
111564,1938-07-01,20.398,0.339,China,1938,07
111565,1938-08-01,19.009,0.269,China,1938,08
111566,1938-09-01,13.894,0.196,China,1938,09
111567,1938-10-01,8.357000000000001,0.33,China,1938,10
111568,1938-11-01,0.172,0.246,China,1938,11
111569,1938-12-01,-6.646999999999999,0.278,China,1938,12
111570,1939-01-01,-8.136000000000001,0.353,China,1939,01
111571,1939-02-01,-4.354,0.309,China,1939,02
111572,1939-03-01,1.0990000000000002,0.26,China,1939,03
111573,1939-04-01,7.362999999999999,0.333,China,1939,04
111574,1939-05-01,14.249,0.211,China,1939,05
111575,1939-06-01,17.512,0.249,China,1939,06
111576,1939-07-01,20.451,0.256,China,1939,07
111577,1939-08-01,19.783,0.283,China,1939,08
111578,1939-09-01,14.397,0.209,China,1939,09
111579,1939-10-01,8.004,0.289,China,1939,10
111580,1939-11-01,-0.304,0.286,China,1939,11
111581,1939-12-01,-5.746,0.425,China,1939,12
111582,1940-01-01,-7.517999999999999,0.34,China,1940,01
111583,1940-02-01,-4.783,0.415,China,1940,02
111584,1940-03-01,1.281,0.231,China,1940,03
111585,1940-04-01,7.694,0.285,China,1940,04
111586,1940-05-01,13.542,0.225,China,1940,05
111587,1940-06-01,17.884999999999994,0.237,China,1940,06
111588,1940-07-01,20.116,0.226,China,1940,07
111589,1940-08-01,17.918,0.239,China,1940,08
111590,1940-09-01,13.916,0.253,China,1940,09
111591,1940-10-01,8.524,0.252,China,1940,10
111592,1940-11-01,-0.284,0.263,China,1940,11
111593,1940-12-01,-4.751,0.272,China,1940,12
111594,1941-01-01,-7.244,0.276,China,1941,01
111595,1941-02-01,-4.627000000000002,0.308,China,1941,02
111596,1941-03-01,1.764,0.309,China,1941,03
111597,1941-04-01,8.777000000000001,0.246,China,1941,04
111598,1941-05-01,13.882,0.288,China,1941,05
111599,1941-06-01,18.472,0.262,China,1941,06
111600,1941-07-01,20.174,0.195,China,1941,07
111601,1941-08-01,19.122,0.244,China,1941,08
111602,1941-09-01,14.074000000000002,0.235,China,1941,09
111603,1941-10-01,8.456,0.318,China,1941,10
111604,1941-11-01,0.47,0.305,China,1941,11
111605,1941-12-01,-5.174,0.239,China,1941,12
111606,1942-01-01,-7.597999999999999,0.217,China,1942,01
111607,1942-02-01,-6.767,0.475,China,1942,02
111608,1942-03-01,3.353,0.322,China,1942,03
111609,1942-04-01,8.302999999999999,0.23,China,1942,04
111610,1942-05-01,13.367,0.35,China,1942,05
111611,1942-06-01,18.41,0.308,China,1942,06
111612,1942-07-01,20.325,0.253,China,1942,07
111613,1942-08-01,18.908,0.21,China,1942,08
111614,1942-09-01,14.416,0.233,China,1942,09
111615,1942-10-01,8.224,0.217,China,1942,10
111616,1942-11-01,0.8370000000000001,0.309,China,1942,11
111617,1942-12-01,-6.626,0.317,China,1942,12
111618,1943-01-01,-8.652999999999999,0.578,China,1943,01
111619,1943-02-01,-4.933000000000002,0.352,China,1943,02
111620,1943-03-01,2.018,0.327,China,1943,03
111621,1943-04-01,7.749,0.325,China,1943,04
111622,1943-05-01,14.42,0.366,China,1943,05
111623,1943-06-01,17.744,0.282,China,1943,06
111624,1943-07-01,20.491,0.337,China,1943,07
111625,1943-08-01,19.373,0.213,China,1943,08
111626,1943-09-01,14.64,0.225,China,1943,09
111627,1943-10-01,7.862,0.255,China,1943,10
111628,1943-11-01,-0.283,0.279,China,1943,11
111629,1943-12-01,-5.817,0.346,China,1943,12
111630,1944-01-01,-8.462,0.308,China,1944,01
111631,1944-02-01,-5.74,0.221,China,1944,02
111632,1944-03-01,2.2230000000000003,0.369,China,1944,03
111633,1944-04-01,7.630000000000001,0.282,China,1944,04
111634,1944-05-01,13.658,0.255,China,1944,05
111635,1944-06-01,18.039,0.251,China,1944,06
111636,1944-07-01,20.791,0.255,China,1944,07
111637,1944-08-01,19.035,0.287,China,1944,08
111638,1944-09-01,14.52,0.21,China,1944,09
111639,1944-10-01,7.377999999999999,0.235,China,1944,10
111640,1944-11-01,-0.618,0.274,China,1944,11
111641,1944-12-01,-10.088,0.568,China,1944,12
111642,1945-01-01,-9.896,0.61,China,1945,01
111643,1945-02-01,-8.142000000000001,0.433,China,1945,02
111644,1945-03-01,0.5870000000000001,0.258,China,1945,03
111645,1945-04-01,9.384,0.33,China,1945,04
111646,1945-05-01,13.944,0.284,China,1945,05
111647,1945-06-01,18.529,0.252,China,1945,06
111648,1945-07-01,19.952,0.269,China,1945,07
111649,1945-08-01,19.234,0.203,China,1945,08
111650,1945-09-01,15.086,0.213,China,1945,09
111651,1945-10-01,8.052,0.275,China,1945,10
111652,1945-11-01,1.6969999999999998,0.241,China,1945,11
111653,1945-12-01,-6.361000000000001,0.292,China,1945,12
111654,1946-01-01,-6.568999999999999,0.256,China,1946,01
111655,1946-02-01,-2.7500000000000004,0.244,China,1946,02
111656,1946-03-01,-0.024,0.266,China,1946,03
111657,1946-04-01,9.917,0.273,China,1946,04
111658,1946-05-01,13.35,0.184,China,1946,05
111659,1946-06-01,18.286,0.294,China,1946,06
111660,1946-07-01,20.054,0.215,China,1946,07
111661,1946-08-01,19.549,0.259,China,1946,08
111662,1946-09-01,14.658,0.203,China,1946,09
111663,1946-10-01,8.532,0.265,China,1946,10
111664,1946-11-01,0.62,0.307,China,1946,11
111665,1946-12-01,-7.374,0.231,China,1946,12
111666,1947-01-01,-8.42,0.312,China,1947,01
111667,1947-02-01,-6.066000000000002,0.32,China,1947,02
111668,1947-03-01,1.5119999999999998,0.302,China,1947,03
111669,1947-04-01,8.977,0.312,China,1947,04
111670,1947-05-01,14.33,0.262,China,1947,05
111671,1947-06-01,17.732,0.223,China,1947,06
111672,1947-07-01,20.051,0.282,China,1947,07
111673,1947-08-01,18.785,0.218,China,1947,08
111674,1947-09-01,14.768,0.247,China,1947,09
111675,1947-10-01,6.9910000000000005,0.207,China,1947,10
111676,1947-11-01,0.354,0.398,China,1947,11
111677,1947-12-01,-7.728,0.426,China,1947,12
111678,1948-01-01,-7.773,0.357,China,1948,01
111679,1948-02-01,-4.897,0.309,China,1948,02
111680,1948-03-01,2.023,0.215,China,1948,03
111681,1948-04-01,9.588,0.245,China,1948,04
111682,1948-05-01,12.819,0.216,China,1948,05
111683,1948-06-01,18.065,0.252,China,1948,06
111684,1948-07-01,19.929,0.304,China,1948,07
111685,1948-08-01,19.308,0.185,China,1948,08
111686,1948-09-01,14.738,0.2,China,1948,09
111687,1948-10-01,7.354999999999999,0.279,China,1948,10
111688,1948-11-01,-0.831,0.251,China,1948,11
111689,1948-12-01,-5.119999999999999,0.302,China,1948,12
111690,1949-01-01,-7.066999999999998,0.338,China,1949,01
111691,1949-02-01,-3.4890000000000008,0.221,China,1949,02
111692,1949-03-01,0.993,0.301,China,1949,03
111693,1949-04-01,8.17,0.296,China,1949,04
111694,1949-05-01,14.201,0.204,China,1949,05
111695,1949-06-01,17.737000000000002,0.222,China,1949,06
111696,1949-07-01,19.716,0.257,China,1949,07
111697,1949-08-01,18.9,0.456,China,1949,08
111698,1949-09-01,14.542,0.235,China,1949,09
111699,1949-10-01,8.32,0.231,China,1949,10
111700,1949-11-01,-0.606,0.271,China,1949,11
111701,1949-12-01,-7.7109999999999985,0.331,China,1949,12
111702,1950-01-01,-6.116999999999999,0.246,China,1950,01
111703,1950-02-01,-6.093,0.333,China,1950,02
111704,1950-03-01,1.869,0.256,China,1950,03
111705,1950-04-01,7.691000000000002,0.251,China,1950,04
111706,1950-05-01,14.25,0.221,China,1950,05
111707,1950-06-01,17.358999999999998,0.193,China,1950,06
111708,1950-07-01,20.264,0.226,China,1950,07
111709,1950-08-01,18.873,0.328,China,1950,08
111710,1950-09-01,13.893,0.2,China,1950,09
111711,1950-10-01,7.167999999999998,0.211,China,1950,10
111712,1950-11-01,-1.415,0.287,China,1950,11
111713,1950-12-01,-8.048,0.212,China,1950,12
111714,1951-01-01,-9.12,0.34,China,1951,01
111715,1951-02-01,-5.5120000000000005,0.528,China,1951,02
111716,1951-03-01,-0.1809999999999998,0.284,China,1951,03
111717,1951-04-01,6.303999999999999,0.32,China,1951,04
111718,1951-05-01,14.525,0.303,China,1951,05
111719,1951-06-01,18.068,0.455,China,1951,06
111720,1951-07-01,19.721,0.255,China,1951,07
111721,1951-08-01,19.706,0.222,China,1951,08
111722,1951-09-01,14.042,0.393,China,1951,09
111723,1951-10-01,9.034,0.286,China,1951,10
111724,1951-11-01,0.296,0.35,China,1951,11
111725,1951-12-01,-4.449,0.233,China,1951,12
111726,1952-01-01,-7.257000000000001,0.399,China,1952,01
111727,1952-02-01,-5.922999999999999,0.428,China,1952,02
111728,1952-03-01,0.9000000000000001,0.329,China,1952,03
111729,1952-04-01,8.905000000000003,0.25,China,1952,04
111730,1952-05-01,13.929,0.214,China,1952,05
111731,1952-06-01,18.034,0.209,China,1952,06
111732,1952-07-01,20.156,0.183,China,1952,07
111733,1952-08-01,18.434,0.16,China,1952,08
